"","Sim","trued_H_01","trued_D_11","trued_I_00","trued_B_10","trued_IB_sp","ITT_H","ITT_D","ITT_I","ITT_B","ITT_IB","ITT_se_H","ITT_se_D","ITT_se_I","ITT_se_B","ITT_se_IB","ITT_lb_H","ITT_lb_D","ITT_lb_I","ITT_lb_B","ITT_lb_IB","ITT_ub_H","ITT_ub_D","ITT_ub_I","ITT_ub_B","ITT_ub_IB","ITT_pvalue_H","ITT_pvalue_D","ITT_pvalue_I","ITT_pvalue_B","ITT_pvalue_IB","delta_H","delta_D","delta_I","delta_B","delta_IB","delta_se_H","delta_se_D","delta_se_I","delta_se_B","delta_se_IB","delta_lb_H","delta_lb_D","delta_lb_I","delta_lb_B","delta_lb_IB","delta_ub_H","delta_ub_D","delta_ub_I","delta_ub_B","delta_ub_IB","delta_pvalue_H","delta_pvalue_D","delta_pvalue_I","delta_pvalue_B","delta_pvalue_IB","PCP_H","PCP_D","PCP_I","PCP_B","nH","nD","nI","nB","nIB"
"1",1,-0.760793650793651,0.838461538461538,-0.0150583657587549,1.1965671641791,0.235493827160494,-0.363204458628465,0.258486863588945,0.110954821486404,0.771091209552784,0.244528848846513,0.390559442244926,0.908989114246294,0.202898350856099,0.45326707367048,0.186436911334495,-1.12868689925057,-1.52309906267275,-0.286718638714122,-0.11729593021922,-0.120880782757986,0.402277981993641,2.04007278985064,0.508628281686929,1.65947834932479,0.609938480451011,0.352392060840939,0.776128845495179,0.584482268708008,0.0889082275962487,0.189658399705888,-0.694530672514001,0.845173917405414,0.0643430474305464,1.22516220539006,0.277159893056458,0.363224261768914,0.659933469412007,0.198832552574858,0.411874452869417,0.183273028328714,-1.40643714389222,-0.448271914834685,-0.325361594570342,0.417903111613867,-0.0820486418054102,0.01737579886422,2.13861974964551,0.454047689431435,2.03242129916626,0.636368427918326,0.0558599931425505,0.200300591571377,0.746237714194022,0.00293369754305139,0.130462982833531,0.465147998485481,0.0139853708674053,0.590765809638688,0.376545050028533,63,13,257,67,324
"2",2,-0.0624561403508772,0.719,-0.344481481481481,0.850188679245283,-0.148452012383901,0.197631314467491,0.632814957489987,0.426734474540607,0.850149221690919,0.510065737170615,0.446522374154464,1.09462890076097,0.189098092512995,0.455475849661167,0.176462883966266,-0.677536457166576,-1.51261826443818,0.0561090236699137,-0.042567039472748,0.164204839988662,1.07279908610156,2.77824817941815,0.7973599254113,1.74286548285459,0.855926634352567,0.658054255792294,0.563190445859902,0.0240278819745312,0.0619703551586053,0.00384631118839174,0.0785594046390527,0.673242146551759,0.367764429182717,1.14443393371421,0.528291864769775,0.406806906815487,0.717018169113161,0.185796558152245,0.413566501893476,0.173773288653168,-0.718767481381444,-0.732087641170886,0.00360986675281566,0.333858484790786,0.187702477534482,0.875886290659549,2.0785719342744,0.731918991612619,1.95500938263764,0.868881252005067,0.846871044588258,0.347757893712982,0.0477717623612851,0.00565347268593608,0.00236482935409998,0.350455392184274,0.00981022471191434,0.637442722289154,0.452163125728898,57,20,270,53,323
"3",3,-1.76560975609756,1.15214285714286,-0.00912350597609561,0.773962264150943,0.127401315789474,-0.209556435048631,0.470907499442921,-0.0906517907236713,0.61908284730602,0.0279116914742867,0.343692034577303,0.833789247498954,0.208922468259164,0.508744202728328,0.19406628177565,-0.88318044459344,-1.16328939635178,-0.500132304072845,-0.378037467385046,-0.352451231419589,0.464067574496178,2.10510439523762,0.318828722625502,1.61620316199709,0.408274614368163,0.542046286316883,0.572223405451847,0.66435990662733,0.223648229181128,0.88563821948368,-1.7704451316031,1.17288094410298,0.080887954245619,0.742601156992005,0.183608776332603,0.32478610278448,0.628641810611265,0.204489811999083,0.451326134856327,0.190501932262278,-2.40701419573981,-0.0592343638711537,-0.31990471247795,-0.141981812608062,-0.189768149886751,-1.1338760674664,2.4049962520771,0.481680620969188,1.62718412659207,0.556985702551957,5.00560837224384e-08,0.0620780237813887,0.692429779691571,0.0998923110103118,0.335138273040506,0.275329829154162,0.181201521907146,0.674742583578509,0.0137693665488873,82,14,251,53,304
"4",4,-1.42339285714286,-3.02933333333333,0.419589552238806,0.565409836065574,0.446626139817629,-1.09058485549553,-2.06934988177922,0.317353372677719,-0.59278654533384,0.160862120791007,0.497180093329615,1.18511044926807,0.184946653275215,0.50329713284607,0.176794578867582,-2.06503993225183,-4.39212368004672,-0.0451354068029179,-1.57923079923441,-0.18564888645138,-0.116129778739219,0.253423916488288,0.679842152158357,0.393657708566728,0.507373128033394,0.028268433177433,0.080789395002284,0.0861769712742979,0.238873827377913,0.36288499475152,-1.49345188181329,-2.90130588706146,0.368691920139489,0.579294158045997,0.39517114888212,0.443734107096212,0.744491020801475,0.181855903078313,0.448164670075253,0.174089213047188,-2.36315475043391,-4.36048147464581,0.0122608997299897,-0.299092454444774,0.053962561212712,-0.623749013192677,-1.4421302994771,0.725122940548988,1.45768077053677,0.736379736551528,0.000763646678018093,9.73784566371538e-05,0.0426230603288662,0.196152137831208,0.0232115441973183,0.11465911271542,0.116441971438666,0.777993308130221,0.152144210160898,56,15,268,61,329
"5",5,-1.06127272727273,-2.09294117647059,-0.572153846153846,-0.265735294117647,-0.508628048780488,-1.00963061591454,-1.00827331649867,-0.625294231236879,-0.541568110550148,-0.610361457440255,0.433147548466111,1.00712512175467,0.204367798948166,0.466389488999726,0.187855925265356,-1.85858421089994,-2.98220228306334,-1.02584775677501,-1.45567471175765,-0.978552305242801,-0.16067702092915,0.965655650065994,-0.224740705698751,0.372538490657354,-0.242170609637709,0.0197577815364804,0.316759094467769,0.00221594720821017,0.245563507429592,0.001157734351937,-1.18814787308465,-2.08139791693225,-0.591937404229684,-0.348118851557781,-0.539377716228556,0.39666735786299,0.690772464438025,0.200217959327022,0.421689208082217,0.184622318583217,-1.96560160833877,-3.43528706874275,-0.984357393568752,-1.17461451206814,-0.901230811393941,-0.410694137830524,-0.727508765121747,-0.199517414890617,0.47837680895258,-0.177524621063171,0.00274152066744882,0.00258554953202172,0.00311187471270824,0.409068389959807,0.00348328394821773,0.419477128808677,0.0299100602676417,0.634281708873631,0.317277442853117,55,17,260,68,328
"6",6,-1.64758064516129,1.06833333333333,-0.0379389312977099,0.9921875,0.164294478527607,0.0589912240382208,0.577354267076988,0.041814973929453,0.562269181337364,0.132779044982122,0.421548403755461,0.938986165783957,0.200095964611629,0.441547553159859,0.182469940005876,-0.767228465062831,-1.26302479984092,-0.350365910161141,-0.303148120317744,-0.224855465690579,0.885210913139273,2.4177333339949,0.433995858020047,1.42768648299247,0.490413555654822,0.888707883334398,0.538640686551441,0.834468068034463,0.202874107480477,0.466811781056761,-1.64789074400575,1.03678727298093,0.0796179365087112,1.00359426594744,0.259764264889848,0.387770610651554,0.663340262942895,0.196196871622896,0.403085646638701,0.179502057037451,-2.4079071751459,-0.263335751882474,-0.304920865751594,0.213560915850552,-0.092053302054411,-0.887874312865596,2.33691029784433,0.464156738769017,1.79362761604434,0.611581831834107,2.14101421517343e-05,0.118057402355209,0.684884891989458,0.0127822471281984,0.147858250367397,0.161752740564729,0.13055697289426,0.745998687755302,0.131964152246323,62,12,262,64,326
"7",7,-0.623859649122807,-0.497692307692308,0.00180147058823527,0.356896551724138,0.0642121212121212,-0.675757202845468,-0.390416071925861,-0.644281156348969,-0.364969740513301,-0.592371429000984,0.475096519934365,0.969832616240455,0.200715702756533,0.398385660835104,0.179382484424425,-1.60692927109714,-2.29125307078941,-1.03767670488342,-1.14579128770729,-0.943954637930173,0.255414865406203,1.51042092693769,-0.250885607814517,0.415851806680692,-0.240788220071794,0.154922430521047,0.687271748136615,0.00132772361666511,0.359603078407709,0.00095901831035039,-0.628294431213366,-0.563536244277398,-0.702259328946975,0.321406439266208,-0.493792439979549,0.428013640232813,0.675211192625533,0.196780796839961,0.369415377815177,0.176560823865787,-1.46718575096156,-1.88692586378178,-1.08794260360239,-0.402634396586795,-0.839845295837211,0.210596888534831,0.759853375226983,-0.316576054291558,1.04544727511921,-0.147739584121886,0.142123004430013,0.403938805670006,0.000358703372145053,0.384278124988253,0.00516231175130621,0.180333365042576,0.0995147589684877,0.733721200411982,0.21051502840101,57,13,272,58,330
"8",8,-1.62654545454545,0.582352941176471,0.0931889763779528,0.694864864864865,0.228932926829268,-0.755584464744793,-0.387350462554661,0.214309122451901,0.65849300764282,0.320832663781494,0.559048206773737,1.05920851596968,0.202089920481258,0.372058703558152,0.177984351434628,-1.85129881564302,-2.46336100597336,-0.181779843329928,-0.0707286514658214,-0.0280102548420973,0.340129886153433,1.68866008086404,0.610398088233731,1.38771466675146,0.669675582405086,0.176517676523338,0.714590419881181,0.288933476125258,0.0767499325115747,0.0714527595995583,-1.54528421124899,0.608493488478011,0.341638868495608,0.825506948668857,0.46967780663376,0.485796869927894,0.706053800520497,0.198072808894371,0.348254661011737,0.175226103502806,-2.49742858010995,-0.775346531689791,-0.0465767032540441,0.142940355637646,0.126240954616972,-0.593139842388032,1.99233350864581,0.72985444024526,1.50807354170007,0.813114658650548,0.00146804792988497,0.388784860812266,0.0845608935238988,0.0177682840246763,0.00735320266250317,0.345151426742602,0.00120788924949828,0.606406463715248,0.463151319838401,55,17,254,74,328
"9",9,-0.598163265306122,0.333529411764706,-0.0631386861313868,0.588833333333333,0.0539820359281437,0.14132308301963,0.284755772433812,-0.0120574935270993,0.129200633981631,0.0150854709442872,0.464343958667308,1.04443699538832,0.196859688056724,0.437463797258554,0.179729465786898,-0.768774352407048,-1.76230312264852,-0.397895392126069,-0.728212653185266,-0.337177808958656,1.05142051844631,2.33181466751614,0.37378040507187,0.986613921148528,0.36734875084723,0.76086125749718,0.785129614834241,0.951160767055964,0.76773403008844,0.933108650424026,-0.670546178019042,0.278900987168651,-0.00965812016768816,0.550133427643219,0.100239607009913,0.42025589436544,0.705945931222352,0.193142648023497,0.400138746626255,0.176892223895021,-1.49423259526597,-1.10472761305975,-0.388210754172438,-0.234124104563239,-0.246462780969524,0.153140239227889,1.66252958739705,0.368894513837061,1.33439095984968,0.44694199498935,0.110585637627669,0.692788167283586,0.96011831289497,0.16917588263569,0.570938059050456,0.00975559520496526,0.181232323000304,0.80937248812916,0.0158731147259988,49,17,274,60,334
"10",10,-0.50551724137931,0.575882352941176,-0.143484848484848,0.991967213114754,0.0696307692307692,0.209580582927341,0.537880769188591,-0.0745301420965721,0.242848159172455,-0.00189549875576742,0.451126512224675,0.909430675215337,0.199068128801736,0.416333475199356,0.180802676669098,-0.674611133504192,-1.24457060066941,-0.464696505017755,-0.573150457776682,-0.356262233335639,1.09377229935887,2.32033213904659,0.315636220824611,1.05884677612159,0.352471235824104,0.642238246547144,0.554220423100891,0.708110350179252,0.559689999558078,0.991635292595709,-0.546677608215376,0.506368202164833,-0.0898009117983669,0.973872609789271,0.181072469475504,0.410380592268903,0.660921484404243,0.195223297805561,0.383702261354603,0.177913379026007,-1.35100878901664,-0.789014103876233,-0.472431544440404,0.221829996747675,-0.167631345783294,0.257653572585891,1.8017505082059,0.29282972084367,1.72591522283087,0.529776284734302,0.182819627484521,0.443584168362772,0.645522857693452,0.0111457874840502,0.30879376532806,0.00804280700656835,0.198483128581359,0.766173983637512,0.0565466833788987,58,17,264,61,325
